"ResponseId","POINT_X","POINT_Y","ZIPCODE","AGE","GENDER","EDUCATION","HHINCOME","EMPLOYED","EMPLOYED_STUDENT","EMPLOYED_RETIRED","RACE","RACE_NATIVE","RACE_ASIAN","RACE_BLACK","RACE_MIDEAST","RACE_PACIFIC","RACE_WHITE","RACE_OTHER","RACE_HISPANIC","POLITICS","CONSERVATIVE","YEARS","PROPERTY","OWNERSHIP","PRIORITIZE_ENVIRON","RANK_ENVIRON","PRIORITY_ENVIRON","PRIORITY_ECONOMY","PRIORITY_INFRAST","PRIORITY_SOCSERV","PRIORITY_ACSNAT","PRIORITY_TRASH","PRIORITY_AIRQTY","PRIORITY_WTRQTY","PRIORITY_JOBINC","PRIORITY_WAGINC","PRIORITY_CSTLIV","PRIORITY_JOBDIV","PRIORITY_PEDCYC","PRIORITY_RODBRG","PRIORITY_UTILTY","PRIORITY_FLDPRT","PRIORITY_ACSEDU","PRIORITY_ACSHLT","PRIORITY_HOUSNG","PRIORITY_PUBTRN","NRELATEDNESS","NR_IMPPRT","NR_CONNCT","NR_SPIRIT","NR_NOTICE","NR_VACSPT","NR_AFFECT","PIDENTITY","PIDENTITY_IDENTY","PIDENTITY_SPCIAL","PIDENTITY_ATTCHD","SOLASTALGIA","SOLASTALGIA_BELONG","SOLASTALGIA_LOSSES","SOLASTALGIA_ASHAMD","SOLASTALGIA_DISAPR","SOLASTALGIA_UQLOSS","SOLASTALGIA_PEACEQ","SOLASTALGIA_DEGRAD","SOLASTALGIA_LFSTYL","SOLASTALGIA_FLEAVE","HOPEPATH_SELFEFF","HOPEPATH_RESPEFF","HOPEPATH_WAYFIX","HOPEPATH_KNOWLG","HOPEPATH_CANFIX","HOPEPATH_RESOLV","HOPEPATH_ENOUGH","SWELLBEING","MHI","MHI_SCORE","MHI_ANXIETY","MHI_DEPRESN","MHI_A1","MHI_A2","MHI_D1","MHI_D2","MHI_D3","LIFESATISFACTION","ECOANXIETY_SCORE","ECOANXIETY_CAT","ECOANXIETY_1","ECOANXIETY_2","ECOANXIETY_3","ECOANXIETY_4","ECOANXIETY_5","ECOANXIETY_6","ECOANXIETY_7","JUSTICE","JUSTICE_DIST","JUSTICE_PRO","JUSTICE_REC","JUSTICE_AGN","ATTITUDE_BAYLNK","ATTITUDE_BAYIMP","ATTITUDE_BIODIV","ATTITUDE_OPPSAT","ATTITUDE_SAFOUT","ATTITUDE_OUTWEL","ATTITUDE_SWMSAF","ATTITUDE_CHNGFW","ATTITUDE_CHNGRN","ATTITUDE_CHNGTP","ATTITUDE_CHNGHS","ATTITUDE_CCTHRT","GROUP_INVOLVEMENT","GROUP_ARTCLT","GROUP_ENVPRT","GROUP_HOANBH","GROUP_POLTCL","GROUP_SPIRIT","GROUP_CHLPAR","GROUP_SPORTS","ACTIVE_COUNT","PASSIVE_COUNT","ATTRACT_COUNT","ACTIVE_AVG","PASSIVE_AVG","ATTRACT_AVG","ACTIVITY_CMPHIK","ACTIVITY_PADBOT","ACTIVITY_SWIMDV","ACTIVITY_BWATCH","ACTIVITY_GARDEN","ACTIVITY_FISHNG","ACTIVITY_EXRCSO","ACTIVITY_RELAXO","ACTIVITY_PICNIC","ACTIVITY_PLYGND","ACTIVITY_ZOOAQU","ACTIVITY_LSNPRK","ACTIVITY_HSTSIT","ACTIVITY_BEACH","ACTIVITY_PIER","BEHAVIOR_FERTLZ","BEHAVIOR_WATER","BEHAVIOR_CLPPNG","BEHAVIOR_GRNINF","BEHAVIOR_NODRIV","BEHAVIOR_RECYCL","BEHAVIOR_PLNTFF","BEHAVIOR_RESTOR","BEHAVIOR_FERTLZweight","FERTLZ_SEASON_N","FERTLZ_SPRING","FERTLZ_SUMMER","FERTLZ_FALL","FERTLZ_WINTER","NORM_FERTLZ","NORM_WATER","NORM_CLPPNG","NORM_GRNINF","NORM_NODRIV","NORM_RECYCL","NORM_PLNTFF","NORM_RESTOR","FISH_LOCATN_N","FISH_LOC_SHORE","FISH_LOC_PIER","FISH_LOC_WATER","FISH_REASON_N","FISH_RSN_SPORT","FISH_RSN_RELAX","FISH_RSN_FOOD","FISH_RSN_SELL","FISH_RSN_WATCH","FISH_RSN_SOCIAL","KNOWLEDGE_WQTRND","KNOWLEDGE_NUTRNT","KNOWLEDGE_SOURCE","KNOWLEDGE_FRTSSN","KNOWLEDGE_SGLOSS","KNOWLEDGE_WQTRND_C","KNOWLEDGE_NUTRNT_C","KNOWLEDGE_SOURCE_C","KNOWLEDGE_FRTSSN_C","KNOWLEDGE_SGLOSS_C","KNOWLEDGE_POINTS","KNOWLEDGE_SCORE","KNOWLEDGE_SCORE_Pct","INFOSOURCES_N","INFO_TV","INFO_RADIO","INFO_PERIOD","INFO_SOCIAL","INFO_MAILE","INFO_GOV","INFO_NGO","INFO_PUBLIC","INFO_WORD","INFO_OWN","REFERRAL","AUDIENCE"
"R_12nh9QCjeAh2plB",514667.285323,1355461.85528,33612,"45 - 54","Male","High school diploma or GED","Less than $25,000","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Moderately conservative",2,"1 - 4 years","Apartment","Rent",0,"Middle",2.5,2.5,2,2.75,2,2,3,3,3,2,2,3,2,2,2,2,0,4,4,3,3.16666666666667,3,4,3,3,4,2,1.66666666666667,2,1,2,0.428571428571429,0,0,1,0,0,0,2,0,2,1,4,1,1,4,0,4,4.5,4.4,22,8,14,4,4,4,5,5,5,2,"Low",1,0,0,0,0,1,0,3.33333333333333,3,4,3,2,4,4,4,2,4,4,3,0,0,4,0,2,0.571428571428571,1,2,0,0,0,0,1,4,2,5,1.16666666666667,1.66666666666667,0.833333333333333,1,0,1,4,0,1,4,1,0,0,1,1,1,1,1,NA,NA,NA,NA,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,2,1,1,0,1,0,0,1,0,0,0,"Remained about the same","Silica","Industrial discharges into the bay","Spring (March - May)","Boat propeller blades,Increased ocean temperature,Microplastics,Nutrient pollution",9,7,5,4,7,0.5,0.35,7,3,1,0,0,0,0,0,0,0,1,1,"Panel","Public"
"R_12rK3hI69ppbV9N",NA,NA,34639,"45 - 54","Male","Bachelor's degree","$50,000 - $74,999","Full-time",0,0,"Multiple",0,0,0,0,0,1,0,1,"Neutral",0,"1 - 4 years","Single-family home","Rent",0,"Middle",2.5,2.25,2.75,3,3,3,2,2,3,2,3,1,3,3,3,2,3,3,3,3,2.66666666666667,3,3,2,3,2,3,4,4,4,4,1.28571428571429,3,2,0,2,2,1,2,0,0,3,2,2,4,2,2,2,4.33333333333333,4.4,22,9,13,5,4,4,4,5,4,0,"Low",0,0,0,0,0,0,0,4,4,4,4,4,2,3,2,3,4,4,4,0,0,0,0,0,0.142857142857143,0,0,1,0,0,0,0,4,2,4,0.666666666666667,0.666666666666667,0.666666666666667,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,3,1,0,0,4,2,2,"2",1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,"Remained about the same","Carbon","Industrial discharges into the bay","Spring (March - May)","Boat propeller blades",10,10,10,10,9,0.5,0.45,9,1,1,0,0,0,0,0,0,0,0,0,"Panel","Public"
"R_12VoqF1uko69jl8",NA,NA,33715,"65 or older","Male","Vocational or Trade School degree","$50,000 - $74,999","Unemployed",0,1,"Hispanic",0,0,0,0,0,0,0,1,"Strongly conservative",3,"5 - 9 years","Condominium","Own",1,"Top",2.25,1.25,2,2.25,2,2,2,3,0,0,3,2,3,1,2,2,0,3,3,3,2.5,3,3,3,3,2,1,2.66666666666667,2,3,3,0.571428571428571,0,2,0,2,0,0,0,0,0,2,4,2,2,4,2,4,4.66666666666667,4.6,23,9,14,5,4,4,5,5,5,0,"Low",0,0,0,0,0,0,0,3.33333333333333,4,4,2,1,1,3,3,3,3,4,4,2,0,0,2,1,0,0,0,0,0,0,0,0,2,3,3,0.333333333333333,1,0.5,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Improved","Nitrogen","Industrial discharges into the bay","Spring (March - May)","Increased ocean temperature,Microplastics,Nutrient pollution",8,9,10,10,10,2.5,2.2,44,1,1,0,0,0,0,0,0,0,0,0,"Panel","Public"
"R_137LPbBbhVOw17s",660660.419917,1381971.59112,33810,"45 - 54","Male","High school diploma or GED","$25,000 - $49,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"1 - 4 years","Mobile home","Rent",0,"Bottom",3,4,3,3,2,4,2,4,4,4,4,4,4,2,3,3,0,4,4,4,2.83333333333333,3,2,2,4,4,2,3.33333333333333,4,4,2,3.28571428571429,2,3,4,4,4,4,4,0,4,4,3,4,4,4,2,2,3.33333333333333,3.8,19,9,10,5,4,3,3,4,1,0,"Low",0,0,0,0,0,0,0,1.66666666666667,2,1,2,1,1,4,4,0,4,4,4,0,0,0,0,0,0.142857142857143,0,0,0,0,1,0,0,6,3,6,2,1.66666666666667,1,1,1,1,3,4,2,1,1,3,1,1,1,1,1,1,NA,NA,NA,NA,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,1,1,0,0,3,1,1,1,0,0,0,"Declined","Phosphorus","Wastewater","Winter (December - February)","Increased ocean temperature",10,10,10,10,10,0,0,0,4,1,0,1,0,0,0,0,0,1,0,"Panel","Public"
"R_13B8XDW0s5KerT3",577206.671714,1310153.3545,33594,"45 - 54","Female","Associate degree","Less than $25,000","Unemployed",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"20 years or more","Single-family home","Rent",0,"Middle",1.25,3.5,1,3,3,2,0,0,4,4,4,2,3,0,0,1,3,4,4,1,4,4,4,4,4,4,4,2.33333333333333,3,2,2,3.57142857142857,3,3,3,4,4,4,4,3,1,3,1.5,3,3,1,2,2,4.16666666666667,4.4,22,9,13,5,4,4,4,5,3,2,"Low",0,0,0,1,0,1,0,3.33333333333333,4,3,3,2,4,3,4,3,1,4,3,0,0,4,0,4,0,0,0,0,0,0,0,0,3,3,4,1.5,1.66666666666667,1.16666666666667,1,0,0,4,4,0,1,3,1,3,0,2,0,1,1,1,4,0,0,1,3,0,1,"A few times",1,1,0,0,0,1,-1,2,1,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Nitrogen","Wastewater","Spring (March - May)","Increased ocean temperature",10,6,7,8,9,1,0.6,12,4,0,0,1,0,0,1,0,0,0,1,"Panel","Public"
"R_13eAf7McSurZP4S",504055.755831,1319755.10066,33602,"55 - 64","Female","Vocational or Trade School degree","$25,000 - $49,999","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Moderately liberal",-2,"5 - 9 years","Apartment","Rent",0,"Middle",3.5,3.75,4,3.25,2,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,2.83333333333333,3,2,2,3,3,4,1.66666666666667,3,1,1,1.71428571428571,0,0,0,3,2,3,4,0,2,1,4,1,1,4,3,4,4,4,20,7,13,5,2,4,4,5,4,0,"Low",0,0,0,0,0,0,0,3.66666666666667,3,4,4,4,4,3,3,3,3,4,4,0,0,3,1,4,0.285714285714286,0,1,1,0,0,0,0,3,3,4,1,2.33333333333333,1.33333333333333,3,0,0,1,2,0,4,1,2,3,0,3,0,1,1,NA,NA,NA,NA,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Improved","Phosphorus","Stormwater runoff","Fall (October - November)","Increased ocean temperature",9,6,10,9,9,2,1.9,38,4,1,0,0,1,0,0,0,0,1,1,"Panel","Public"
"R_13eeBF2DnFh0UJw",489318.705486,1344266.11533,33614,"65 or older","Male","Master's degree","$25,000 - $49,999","Unemployed",0,1,"Hispanic",0,0,0,0,0,0,0,1,"Moderately conservative",2,"20 years or more","Townhome or duplex","Own",0,"Middle",3,3,2.75,3.25,3,3,2,4,3,4,3,2,4,2,3,2,2,3,4,4,0.833333333333333,2,1,0,0,1,1,3,3,3,3,0.571428571428571,1,0,0,2,0,0,1,1,0,1.5,4,1,2,4,2,4,3.66666666666667,3.6,18,7,11,4,3,4,3,4,4,3,"Low",0,0,1,0,0,1,1,3,3,3,3,4,4,3,3,1,3,4,2,1,2,0,1,1,0.428571428571429,0,0,2,0,0,0,1,3,3,6,0.666666666666667,1.33333333333333,1.5,1,0,0,0,2,1,1,2,1,2,1,1,1,2,2,3,3,1,1,0,0,1,1,"About once a week",2,1,0,1,0,0,0,0,0,0,-1,0,0,1,1,0,0,1,0,1,0,0,0,0,"Declined","Nitrogen","Wastewater","Summer (June - September)","Nutrient pollution",7,8,8,6,8,2.5,1.8,36,6,1,0,1,0,1,1,1,0,0,0,"Panel","Public"
"R_14C3zxDG3I8xqCZ",571832.272222,1273063.7363,33569,"55 - 64","Female","Associate degree","$25,000 - $49,999","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Neutral",0,"20 years or more","Single-family home","Own",1,"Top",3.25,2.5,2.75,1.75,4,3,3,3,2,2,4,2,4,2,2,3,3,2,2,0,3.33333333333333,4,4,4,4,2,2,1,1,1,1,1.57142857142857,0,2,0,2,2,2,2,1,2,1,2,1,1,2,1,2,2.5,2.8,14,6,8,4,2,1,3,4,1,5,"Mild",1,0,1,0,0,2,1,2.66666666666667,2,3,3,3,3,2,4,2,1,4,2,0,2,3,0,3,0.285714285714286,0,0,0,0,2,0,0,2,1,0,1.16666666666667,1.33333333333333,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,0,NA,NA,NA,NA,NA,NA,2,1,2,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Phosphorus","Stormwater runoff","Summer (June - September)","Increased ocean temperature,Nutrient pollution",7,5,6,8,6,2.5,1.7,34,2,0,0,0,0,0,0,1,0,0,1,"Panel","Public"
"R_14KCzAyF3uVsdBT",NA,NA,33523,"25 - 34","Male","High school diploma or GED","Less than $25,000","Unemployed",0,0,"White",0,0,0,0,0,1,0,0,"Moderately liberal",-2,"20 years or more","Mobile home","Own",0,"Bottom",2.25,3.25,2.75,3,2,3,1,3,3,3,4,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3.66666666666667,3,4,4,2.42857142857143,0,0,1,4,3,4,3,2,4,2.5,1,2,3,2,3,0,3.83333333333333,3.8,19,8,11,4,4,3,4,4,4,7,"Mild",1,1,1,1,1,1,1,3,3,3,3,4,0,4,4,2,4,4,4,4,3,3,3,3,0.857142857142857,0,1,1,1,1,1,1,6,3,6,2.5,3.66666666666667,1.66666666666667,4,1,1,2,4,3,4,4,3,3,1,3,1,1,1,NA,NA,NA,NA,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1,-1,1,1,0,0,1,1,0,0,0,0,0,"Remained about the same","Carbon","Wastewater","Winter (December - February)","Boat propeller blades,Increased ocean temperature,Microplastics,Nutrient pollution",8,5,8,3,8,0.5,0.4,8,4,1,1,0,1,0,0,0,0,1,0,"Panel","Public"
"R_14l8BhcFZOWjtkG",577245.094368,1302224.54163,33596,"65 or older","Male","Associate degree","$50,000 - $74,999","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Moderately liberal",-2,"5 - 9 years","Single-family home","Own",0,"Middle",2.75,3.25,1.75,1,2,3,3,3,3,3,4,3,1,3,3,0,1,2,1,0,3,3,3,3,3,2,4,1.66666666666667,2,2,1,2.28571428571429,0,3,1,3,2,1,3,3,0,2.5,2.5,3,2,4,2,1,3.83333333333333,4.2,21,8,13,4,4,4,4,5,2,0,"Low",0,0,0,0,0,0,0,3.33333333333333,4,2,4,3,4,3,2,2,1,4,2,1,2,4,0,4,0,0,0,0,0,0,0,0,2,2,2,0.333333333333333,1,0.333333333333333,1,0,0,1,0,0,2,0,1,0,0,0,1,1,0,1,3,0,0,0,3,2,0,"A few times",2,1,0,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Phosphorus","Industrial discharges into the bay","Winter (December - February)","Increased ocean temperature",10,3,3,3,3,0,0,0,3,0,0,1,0,0,1,0,0,0,0,"Panel","Public"
"R_14njr8Ut1ky9PMd",NA,NA,33624,"65 or older","Male","Bachelor's degree","$75,000 - $99,999","Unemployed",0,1,"Hispanic",0,0,0,0,0,0,0,1,"Neutral",0,"1 - 4 years","Condominium","Own",1,"Top",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1.85714285714286,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,20,9,11,5,4,3,3,5,4,3,"Low",0,3,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,0.142857142857143,0,0,0,0,0,1,0,3,0,5,0.5,0,0.833333333333333,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,2,0,0,"A few times",1,1,0,0,0,-1,-1,-2,-2,-2,0,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Improved","Nitrogen","Vehicle emissions","Spring (March - May)","Increased ocean temperature",9,9,8,8,8,2,1.8,36,2,1,0,0,1,0,0,0,0,0,0,"Panel","Public"
"R_14vJMEkzKsoS11h",NA,NA,33756,"45 - 54","Female","Bachelor's degree","$50,000 - $74,999","Full-time",0,0,"Hispanic",0,0,0,0,0,0,0,1,"Neutral",0,"5 - 9 years","Single-family home","Rent",1,"Top",3.5,3.5,2.5,3.25,3,3,4,4,4,3,4,3,2,3,2,3,4,3,4,2,3.33333333333333,3,4,3,4,3,3,3.33333333333333,3,4,3,3.14285714285714,0,3,2,3,4,3,4,3,1,3,2.5,3,3,1,3,4,4.66666666666667,4.6,23,9,14,4,5,5,5,4,5,5,"Mild",0,0,0,3,2,0,0,2,2,2,2,3,2,4,4,3,3,2,3,2,4,4,2,4,1.57142857142857,2,2,1,1,2,2,1,6,3,6,3,2.33333333333333,2.33333333333333,3,3,3,4,3,2,2,2,3,3,1,2,3,3,2,2,2,3,3,3,4,4,3,"About once a month",1,0,0,1,0,0,1,0,0,1,2,2,2,1,0,1,0,3,1,1,0,0,1,0,"Declined","Silica","Industrial discharges into the bay","Spring (March - May)","Increased ocean temperature,Microplastics,Nutrient pollution",10,8,9,9,10,0.5,0.5,10,5,1,1,0,1,0,1,0,0,0,1,"Panel","Public"
"R_15Qn0asa5P3bAmf",NA,NA,33566,"18 - 24","Male","High school diploma or GED","Less than $25,000","Unemployed",0,0,"White",0,0,0,0,0,1,0,0,"Strongly liberal",-3,"20 years or more","Apartment","Rent",1,"Top",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.33333333333333,4,4,0,2,0,4,2.33333333333333,2,2,3,2.85714285714286,1,4,4,4,2,4,2,0,2,2,4,4,0,4,4,4,0.666666666666667,0.8,4,2,2,0,2,0,1,1,0,21,"Severe",3,3,3,3,3,3,3,2,2,2,2,0,4,4,4,1,0,4,1,1,1,2,0,4,0,0,0,0,0,0,0,0,0,2,3,0,1.66666666666667,0.5,0,0,0,0,0,0,4,0,1,1,0,0,0,1,1,NA,NA,NA,NA,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Phosphorus","Vehicle emissions","Fall (October - November)","Boat propeller blades,Microplastics",8,4,6,0,5,0.5,0.25,5,1,1,0,0,0,0,0,0,0,0,0,"Panel","Public"
"R_15QvXVKIAyY7rfQ",NA,NA,33604,"35 - 44","Male","Bachelor's degree","$50,000 - $74,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Moderately conservative",2,"10 - 19 years","Single-family home","Own",0,"Bottom",3.25,3.75,4,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,2.83333333333333,0,3,4,4,3,3,3.33333333333333,3,3,4,3.28571428571429,4,3,4,1,4,4,4,3,1,3.5,0,3,4,0,4,0,1.83333333333333,2,10,6,4,1,5,4,0,0,1,18,"Severe",2,2,3,3,3,2,3,1,0,0,3,1,0,3,3,4,3,1,0,1,3,4,4,3,1.14285714285714,2,2,0,0,2,0,2,6,3,6,3.16666666666667,3.66666666666667,3.33333333333333,3,3,4,4,1,4,4,4,3,4,1,4,3,4,4,0,3,3,4,4,4,3,1,NA,NA,NA,NA,NA,NA,2,2,2,-2,-2,1,2,2,3,1,1,1,3,0,0,1,0,1,1,"Declined","Carbon","Wastewater","Summer (June - September)","Nutrient pollution",10,10,9,9,9,1.5,1.35,27,4,1,0,0,1,0,1,0,1,0,0,"Panel","Public"
"R_15XYXEhWeS8q6lS",497066.471193,1390156.67363,33558,"65 or older","Male","Vocational or Trade School degree","Less than $25,000","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Moderately conservative",2,"20 years or more","Single-family home","Own",0,"Middle",1.75,2.25,2.5,0.75,2,2,1,2,3,1,4,1,4,3,2,1,0,2,0,1,3,3,2,3,3,4,3,3.66666666666667,3,4,4,1.85714285714286,1,0,0,2,4,4,1,2,3,1.5,4,3,0,4,4,4,4.5,4.6,23,9,14,5,4,4,5,5,4,2,"Low",0,0,1,1,0,0,0,3,4,2,3,0,0,4,4,4,3,4,4,0,0,0,3,2,0.285714285714286,0,0,0,0,0,0,2,1,3,1,0.666666666666667,4,0.166666666666667,0,0,0,0,4,0,4,4,4,0,0,1,0,0,0,0,0,0,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,2,0,-2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Nitrogen","Stormwater runoff","Summer (June - September)","Increased ocean temperature,Nutrient pollution",10,10,6,10,10,3.5,3.1,62,5,1,0,1,0,1,0,0,0,0,1,"Panel","Public"
"R_16mO5K1UuiTSbVk",NA,NA,33602,"45 - 54","Male","Bachelor's degree","$75,000 - $99,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"5 - 9 years","Single-family home","Own",1,"Top",3,2.25,2.75,2.25,2,3,3,4,2,2,3,2,4,2,3,2,3,1,3,2,2.5,3,1,3,3,2,3,3.33333333333333,3,3,4,2,2,3,1,0,1,4,3,2,4,1.5,3,2,1,3,1,3,4,4,20,9,11,4,5,4,4,3,4,3,"Low",1,0,0,0,0,1,1,2,2,3,1,2,1,3,1,2,3,4,3,0,2,2,0,1,1.42857142857143,1,1,1,1,2,2,2,6,3,6,2.33333333333333,3.33333333333333,2,1,1,2,3,4,3,4,4,2,2,3,1,1,3,2,3,4,2,4,3,2,3,3,"About once a week",1,1,0,0,0,0,0,1,-1,1,1,0,-1,1,0,1,0,1,0,1,0,0,0,0,"Improved","Nitrogen","Wastewater","Summer (June - September)","Nutrient pollution",7,5,9,10,8,3.5,2.6,52,7,1,0,1,1,0,0,0,1,1,1,"Panel","Public"
"R_17a5kxUfHe52PAB",NA,NA,33613,"18 - 24","Male","Did not complete high school","Less than $25,000","Unemployed",0,0,"Hispanic",0,0,0,0,0,0,0,1,"Neutral",0,"20 years or more","Apartment","Rent",1,"Top",3.25,3.25,2.75,2.75,2,4,4,3,4,2,4,3,2,3,4,2,3,3,3,2,1.66666666666667,1,3,1,2,0,3,2,2,2,2,2,3,3,1,2,2,2,3,1,0,1,2,1,1,1,3,3,2.33333333333333,2.4,12,4,8,3,1,1,3,4,2,7,"Mild",1,1,1,1,0,2,1,3,4,2,3,2,2,2,2,1,0,3,2,1,0,2,0,3,0,0,0,0,0,0,0,0,3,2,5,0.5,1,1,0,0,1,0,1,1,0,2,1,1,1,1,1,2,0,NA,NA,NA,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,1,1,0,3,1,1,1,0,0,0,"Remained about the same","Phosphorus","Wastewater","Fall (October - November)","Increased ocean temperature",4,3,5,4,6,0,0,0,4,1,0,1,1,0,0,0,0,0,0,"Panel","Public"
"R_17BDaDbxh1eIpfX",NA,NA,33565,"45 - 54","Female","Associate degree","$50,000 - $74,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"10 - 19 years","Single-family home","Own",0,"Middle",2.5,3,2.75,1.75,2,2,2,4,3,3,4,2,2,3,3,3,2,2,2,1,1.16666666666667,1,1,0,1,2,2,1.33333333333333,2,1,1,1,0,0,0,3,1,0,3,0,1,1,4,1,1,4,1,4,2.66666666666667,3,15,5,10,4,1,1,4,5,1,3,"Low",1,0,1,0,0,1,0,4,4,4,4,4,3,4,2,2,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Nitrogen","Industrial discharges into the bay","Summer (June - September)","Nutrient pollution",5,3,3,3,2,2.5,0.7,14,1,0,0,0,1,0,0,0,0,0,0,"Panel","Public"
"R_197dZqtWUHkyXDH",NA,NA,33703,"65 or older","Male","Master's degree","$100,000 or more","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Moderately conservative",2,"10 - 19 years","Condominium","Own",0,"Middle",1.25,0.5,2,1.25,2,3,0,0,0,0,2,0,1,2,3,2,0,2,0,3,0.5,1,0,0,1,0,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0.5,3,0,1,4,2,2,4.33333333333333,4.4,22,9,13,5,4,4,4,5,4,0,"Low",0,0,0,0,0,0,0,4,4,4,4,4,2,2,0,3,3,4,4,0,0,1,0,0,0.857142857142857,1,0,1,1,2,0,1,2,2,5,0.333333333333333,0.666666666666667,1.16666666666667,1,0,0,1,0,0,1,0,1,0,1,2,1,2,1,0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Nitrogen","Wastewater","Spring (March - May)","Boat propeller blades,Increased ocean temperature,Microplastics,Nutrient pollution",5,0,0,0,10,1.5,0.5,10,3,1,0,1,0,0,0,0,0,0,0,"Panel","Public"
"R_19b1ms2iYLArZvF",505259.752486,1345066.8161,33609,"45 - 54","Male","Bachelor's degree","$50,000 - $74,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Slightly liberal",-1,"10 - 19 years","Single-family home","Own",0,"Bottom",2.75,3.5,3.5,3.75,2,2,4,3,3,4,3,4,3,3,4,4,4,4,3,4,3.33333333333333,4,4,2,4,3,3,2,3,3,0,2.42857142857143,2,4,0,3,3,1,3,3,3,4,0.5,4,4,1,2,0,1.83333333333333,1.8,9,4,5,2,2,2,2,1,2,14,"Moderate",2,1,2,3,2,3,1,1.66666666666667,2,0,3,4,1,3,4,3,2,4,1,3,4,4,4,4,1.28571428571429,1,2,1,0,2,2,1,6,3,6,2.83333333333333,1.66666666666667,2,1,2,3,3,4,4,1,2,2,1,1,2,2,3,3,1,1,0,0,3,4,3,1,"A few times",1,0,0,0,1,-2,-2,-1,0,1,2,1,2,1,0,0,1,4,1,1,0,0,1,1,"Declined","Phosphorus","Stormwater runoff","Summer (June - September)","Boat propeller blades,Nutrient pollution",9,9,9,8,7,3,2.4,48,4,1,0,0,1,0,0,0,1,0,1,"Panel","Public"
